,Anger_Input,Sadness_Input,Fear_Input,Joy_Input,Disgust_Input,userId,username,userGroup,userLoginTime,inputTime,inputText,word_count,website,emoji,polarity,subjectivity
7783,0.035647574,0.003895531,0.006027239,0.041473661,0.022815682,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-25-13-00-00,i have been playing with my boys,7,,[],0,0
7785,0.027557638,0.015750927,0.063114594,0.059163128,0.026583166,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-25-15-00-00,fruit bread milk cheese cheese and crackers pepperoni teeth paste boys pineapple,12,,[],0,0
7787,0.00220918,0.002702889,0.021211527,0.056383109,0.019788707,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-25-16-00-00,grinning face with big eyes grinning face with big eyes,10,,[],0,0.1
7789,0.0203713,0.072625922,0.052397386,0.003678973,0.01847534,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-25-21-00-00,tea took forever tonight i am still eating my tea while putting my boys to bed,16,,[],0,0
7791,0.008678385,0.014796216,0.007756471,0.018151393,0.014091686,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-25-21-00-00,we had a great time and if we did forget our towels,12,,[],0.8,0.75
7793,0.037312934,0.128918111,0.061250732,0.006808894,0.02213604,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-25-21-00-00,i will be glad for tonight to be over,9,,[],0.5,1
7795,0.021969395,0.00013581,0.004386882,0.062495191,0.032484811,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-25-21-00-00,took my boys swimming,4,,[],0,0
7797,0.004676519,0,0,0.051663711,0.008310097,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-25-21-00-00,and i will be there,5,,[],0,0
7799,0.001313573,0.001448647,0.002297854,0.102186732,0.00727587,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-26-09-00-00,i have received your thank you,6,,[],0,0
7801,0.071368727,0.096513483,0.144905067,0.012566169,0.059988112,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-26-10-00-00,got confused over a call from the gutterman,8,,[],-0.4,0.7
7803,0.024072664,0.070516088,0.074301882,0.013800708,0.021821847,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-26-10-00-00,slept in after a rough nights sleep,7,,[],-0.1,0.4
7805,0.048326571,0.005254138,0.008447174,0.03926664,0.024398961,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-26-10-00-00,played with the boys,4,,[],0,0
7807,0.00295168,0.00118159,0.003093093,0.106066278,0.009473601,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-26-13-00-00,this morning was peaceful and enjoyable,6,,[],0.375,0.55
7809,0.023285943,0.019115663,0.004034668,0.03493393,0.023526793,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-26-13-00-00,my boys even played by themselves,6,,[],0,0
7811,0.008201165,0,0,0.059395977,0.009585964,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-26-13-00-00,i any morning plans to my boys,7,,[],0,0
7813,0.015115835,0.016945618,0.035446243,0.078470045,0.019892239,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-26-14-00-00,hopefully that is a sign that he is slowly improvements,10,,[],-0.3,0.4
7815,0.080134896,0.107855576,0.185081438,0.015025099,0.07024361,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-26-14-00-00,wow the doctor might be worried that it will turn into,11,,[],0.1,1
7817,0.025836356,0.012662492,0.074011834,0.01858253,0.040068221,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-26-14-00-00,what is that grinning face with big eyes,8,,[],0,0.1
7819,0.000861551,0.000580575,0,0.011999922,0.005278322,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-26-14-00-00,all you can do is what you been doing i,10,,[],0,0
7821,0.023777693,0.009074388,0.045384993,0.013853714,0.029980985,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-26-14-00-00,like what grinning face with big eyes,7,,[],0,0.1
7823,0.004007977,0.001117097,0.00210082,0.136059739,0.014922449,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-26-14-00-00,it is nice talking to you too,7,,[],0.6,1
7825,0.043002856,0.026984037,0.062208811,0.010067568,0.052117704,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-26-14-00-00,is he running a temp with it,7,,[],0,0
7827,0.15689796,0.036574969,0.035039411,0.005327981,0.106826434,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-26-14-00-00,he kept on repeating stuff,5,,[],0,0
7829,0.136938366,0.231874777,0.319562248,0.021389394,0.108361645,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-26-14-00-00,i am feeling anxious,4,,[],-0.25,1
7831,0.032251612,0.00727546,0.01080287,0.001245686,0.030813817,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-26-14-00-00,i am waiting for an,5,,[],0,0
7833,0.095889933,0.074237953,0.052449543,0.002808766,0.049234405,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-26-14-00-00,i had more practice,4,,[],0.5,0.5
7835,0.011419954,0.002667256,0.028347322,0.05454493,0.011196667,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-26-14-00-00,i could help study,4,,[],0,0
7837,0.003317291,0.000101416,0.004027629,0.084134734,0.007694825,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-26-14-00-00,homemade crafts,2,,[],0,0
7839,0.01554513,0.018332021,0.035076831,0.006864009,0.017662184,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-26-21-00-00,they are skinny but that is who they are,9,,[],0,0
7841,0.018489092,0.006401618,0.023573006,0.016413483,0.015202148,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-26-21-00-00,you can see my boys ribs too,7,,[],0,0
7843,0.045553349,0.015852806,0.005104036,0.015519892,0.019409642,1d9q7kk3kodkf,anything52840,Frank,2021-01-19-16-23-49,2021-01-27-09-00-00,because sam goes to on,5,,[],0,0
7845,0.00711306,0.000917944,0.010381714,0.115047799,0.022145909,1d9q7kk3o9ict,final08746,Frank,2021-01-19-18-00-03,2021-01-19-22-00-00,daughter got herself a new job working at the same place my partner works at,15,,[],0.068181818,0.289772727
7847,0.003972037,0,0.001663961,0.127070923,0.009554359,1d9q7kk3o9ict,final08746,Frank,2021-01-19-18-00-03,2021-01-19-22-00-00,spent the day with friends watching movies and playing,9,,[],-0.1,0.1
7849,0.018413516,0.008288155,0.049095355,0.060826492,0.016392159,1d9q7kk3o9ict,final08746,Frank,2021-01-19-18-00-03,2021-01-19-22-00-00,hopefully that will give her some routine and money,9,,[],0,0
7851,0.024616951,0.0495668,0.055058742,0.04344165,0.024090792,1d9q7kk3o9ict,final08746,Frank,2021-01-19-18-00-03,2021-01-20-09-00-00,unfortunately i t get back to sleep but at least i got the bins out this week,17,,[],-0.266666667,0.466666667
7853,0.085558176,0.093911078,0.077683903,0.001980404,0.053334685,1d9q7kk3o9ict,final08746,Frank,2021-01-19-18-00-03,2021-01-20-09-00-00,t get a lot of sleep and was up extra early,11,,[],0.05,0.2
7855,0.024035254,0.028390307,0.048140084,0.03842926,0.016218398,1d9q7kk3o9ict,final08746,Frank,2021-01-19-18-00-03,2021-01-20-09-00-00,due to my daughter starting work,6,,[],-0.0625,0.2375
7857,0.019416058,0.003701715,0.036307055,0.089636472,0.019526591,1d9q7kk3o9ict,final08746,Frank,2021-01-19-18-00-03,2021-01-20-14-00-00,am waiting to do stuff stuff downtown with my partner when he gets home shortly,15,,[],0,0.3
7859,0.211260546,0.071545175,0.051675436,0,0.137167987,1d9q7kk3o9ict,final08746,Frank,2021-01-19-18-00-03,2021-01-20-14-00-00,really t do anything,4,,[],0.2,0.2
7861,0.026856925,0.079323231,0.082285557,0.048232252,0.022853776,1d9q7kk3o9ict,final08746,Frank,2021-01-19-18-00-03,2021-01-20-17-00-00,not a lot happened picked my daughter up from her first day at her new job,16,,[],0.193181818,0.393939394
7863,0.012233718,0.001666124,0.019577211,0.143209825,0.032129829,1d9q7kk3o9ict,final08746,Frank,2021-01-19-18-00-03,2021-01-20-22-00-00,was a pretty good day got the bins out on time in the morning,14,,[],0.475,0.8
7865,0.004728559,0.00076398,0.010372549,0.120710942,0.013450253,1d9q7kk3o9ict,final08746,Frank,2021-01-19-18-00-03,2021-01-20-22-00-00,had a quiet day while my daughter started her job,10,,[],0,0.333333333
7867,0.005907994,0.001624958,0.015895018,0.108716053,0.01666098,1d9q7kk3o9ict,final08746,Frank,2021-01-19-18-00-03,2021-01-20-22-00-00,went to bingo with my friends and played,8,,[],0,0
7869,0.230748405,0.05991698,0.08015809,0.00255886,0.166625863,1d9q7kk3o9ict,final08746,Frank,2021-01-19-18-00-03,2021-01-21-11-00-00,adjusting to my daughters alarm where i have to wake her multiple times,13,,[],0,0
7871,0.016414365,0.002801182,0.029762998,0.068722013,0.017745915,1d9q7kk3o9ict,final08746,Frank,2021-01-19-18-00-03,2021-01-21-17-00-00,did a little bit of cleaning and waited for my daughter to finish work so we could pick her up,20,,[],-0.1875,0.5
7873,0.023531758,0.075198203,0.059310716,0.009359881,0.01985635,1d9q7kk3o9ict,final08746,Frank,2021-01-19-18-00-03,2021-01-22-10-00-00,i slept most of the morning away guess i must of really needed it,14,,[],0.35,0.35
7875,0.004417468,0.000518642,0.002686242,0.152594643,0.012472793,1d9q7kk3o9ict,final08746,Frank,2021-01-19-18-00-03,2021-01-22-18-00-00,spent the day watching movies with friends and playing,9,,[],-0.1,0.1
7877,0.030530845,0.018375546,0.046094771,0.009973324,0.030231357,1d9q7kk3o9ict,final08746,Frank,2021-01-19-18-00-03,2021-01-22-20-00-00,don t know if it s due to so many people how big the ship is or that my mother may be on it,24,,[],0.125,0.325
7879,0.091782571,0.088690265,0.105293158,0.005643164,0.053450195,1d9q7kk3o9ict,final08746,Frank,2021-01-19-18-00-03,2021-01-22-20-00-00,found out i never want to go on a cruise,10,,[],0,0
7881,0.000785481,0.001344802,0.008076361,0.114885764,0.003464012,1d9q7kk3o9ict,final08746,Frank,2021-01-19-18-00-03,2021-01-22-20-00-00,spent most of the day with friends,7,,[],0.2,0.3
7883,0.136064252,0.028013722,0.06138843,0.013139164,0.088603631,1d9q7kk3o9ict,final08746,Frank,2021-01-19-18-00-03,2021-01-22-20-00-00,now i m waiting to go to bingo,8,,[],0,0
7885,0.053195041,0.061648731,0.065964931,0.011158744,0.035483841,1d9q7kk3o9ict,final08746,Frank,2021-01-19-18-00-03,2021-01-23-09-00-00,t get a lot of sleep but spent the morning at garage sales,13,,[],-0.1,0.1
7887,0,0,0,0.07637982,0,1d9q7kk3o9ict,final08746,Frank,2021-01-19-18-00-03,2021-01-23-09-00-00,then went and got coffee and a kiss biscuit,9,,[],0,0
7889,0.014720252,0.003126552,0.033793559,0.055583947,0.016443764,1d9q7kk3o9ict,final08746,Frank,2021-01-19-18-00-03,2021-01-23-09-00-00,found myself a dining table for,6,,[],0,0
7891,0.029868401,0.016886496,0.044546046,0.070021711,0.023937879,1d9q7kk3o9ict,final08746,Frank,2021-01-19-18-00-03,2021-01-23-14-00-00,been busy cleaning and organizing to fit my new table into the kitchen,13,,[],0.212121212,0.384848485
7893,0.017231778,0.004422008,0.039937633,0.053381925,0.023713937,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-03-23-00-00,ringing very true right about,5,,[],0.370357143,0.690357143
7895,0.003780991,0.000528998,0.000984073,0.035371772,0.014095815,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-03-23-00-00,better believe it,3,,[],0.5,0.5
7897,0.043242371,0.006946946,0.012388453,0.100406086,0.056205479,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-08-00-00,hi thanks for the message however i do not believe we will be compatible i wish you well in your search for the one,24,,[],0.2,0.2
7899,0.00484811,0.002757659,0.011551048,0.130420465,0.016721015,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-08-00-00,morning hope its a great one,6,,[],0.8,0.75
7901,0.001779023,0.002417041,0.002376534,0.122442766,0.011143372,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-08-00-00,hi hope you have a great,6,,[],0.8,0.75
7903,0.01388795,0.083032477,0.020216734,0.010577023,0.01313454,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-08-00-00,will come down again,4,,[],-0.155555556,0.288888889
7905,0.005399909,0.002705523,0.003080679,0.15711863,0.019896279,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-09-00-00,hope you have a great day,6,,[],0.8,0.75
7907,0.03337976,0.062445214,0.047640016,0.008588587,0.03316306,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-09-00-00,sorry cant talk,3,,[],-0.5,1
7909,0.111648758,0.107716634,0.103428118,0.004028288,0.071761329,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-10-00-00,i work in for a large and got lots of projects,11,,[],0.214285714,0.428571429
7911,0.006255178,0.000726032,0.00208153,0.102556677,0.023006873,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-10-00-00,i am doing good thanks and yourself,7,,[],0.45,0.4
7913,0.01270252,0.016880926,0.022974778,0.055724232,0.017468165,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-10-00-00,have transferred all,3,,[],0,0
7915,0.00157488,0,0,0.101724866,0.008590184,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-11-00-00,happy to you honey,4,,[],0.8,1
7917,0.006625368,0.001352276,0.007959696,0.119790681,0.011431019,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-11-00-00,hi how s your day,5,,[],0,0
7919,0.015690621,0.004761437,0.039201593,0.083585199,0.026310843,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-12-00-00,generally catch go with friends occasionally go out for a night walk every,13,,['cat'],0.025,0.3125
7921,0.012470556,0.001031692,0.001264985,0.060136097,0.026000309,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-12-00-00,live share with a couple of others,7,,[],0.136363636,0.5
7923,0.042425279,0.00543757,0.008368668,0.02880285,0.032128276,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-12-00-00,meet you down there,4,,[],-0.155555556,0.288888889
7925,0.067745632,0.117893523,0.067692954,0.002490652,0.041644073,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-12-00-00,no still morning,3,,[],0,0
7927,0.034111617,0.011110239,0.053385082,0.037265049,0.037646317,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-14-00-00,sorry like to venture out on the odd occasion go walking every with friends and lice walking i can,19,,[],-0.333333333,0.625
7929,0.075463719,0.046866198,0.083580357,0.013774345,0.047012078,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-14-00-00,i have an appointment in the city tomorrow that goes till,11,,[],0,0
7931,0.000912309,0.000373934,0.005477219,0.029344064,0.003752455,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-14-00-00,i could tomorrow night where were you thinking,8,,[],0,0
7933,0.047065857,0.067361238,0.132825278,0.0251965,0.044896655,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-14-00-00,i am actually busy this evening,6,,[],0.1,0.3
7935,0.041240915,0.076541418,0.091250858,0.041154221,0.038869713,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-14-00-00,nice sorry really busy,4,,[],0.066666667,0.766666667
7937,0.054985295,0.027721473,0.027975485,0.006489755,0.03160495,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-14-00-00,yeah what are you,4,,[],0,0
7939,0.013466328,0.007021841,0.062709766,0.037885456,0.025286391,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-15-00-00,a i have already got something on grinning face with big eyes,12,,[],0,0.1
7941,0.018304199,0.039755742,0.039829358,0.057552637,0.021626245,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-15-00-00,very busy however always try and make a little me time,11,,[],-0.02875,0.445
7943,0.077573201,0.047600835,0.103361524,0.01207374,0.057046625,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-15-00-00,are we still meeting this evening,6,,[],0,0
7945,0.051278306,0.007373641,0.037341629,0.018416478,0.036494278,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-15-00-00,think you have been hacked,5,,[],0,0
7947,0.012929149,0.006540253,0.051759229,0.036657946,0.029569638,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-16-00-00,have you space for a couple of people out back tomorrow night grinning face with big eyes,17,,[],0,0.05
7949,0.000928303,0.00089287,0.012567381,0.024242502,0.002187533,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-16-00-00,think i would rather know where i am meeting you its,11,,[],0,0
7951,0.046980009,0.107110989,0.123102343,0.0027537,0.041998995,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-16-00-00,my week has just turned to custard,7,,[],0,0
7953,0.003642303,0.000928329,0.007061921,0.096381527,0.011532429,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-16-00-00,all good happy to go if you wush,8,,[],0.75,0.8
7955,0.163397912,0.03088623,0.049450136,0.003937952,0.105668899,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-16-00-00,if its port has to be,6,,[],0,0
7957,0.003955716,0.000676626,0.001062246,0.062271409,0.015491821,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-16-00-00,will keep you posted,4,,[],0,0
7959,0.01532438,0.013020073,0.016616668,0.013343679,0.021002325,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-16-00-00,and do i get a name,6,,[],0,0
7961,0.00226702,0.002759467,0.022810463,0.057238736,0.016896429,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-17-00-00,grinning face with big eyes,5,,[],0,0.1
7963,0.092846129,0.103377327,0.058521586,0.002845427,0.054898385,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-17-00-00,just issues with management,4,,[],0,0
7965,0.063621681,0.306667938,0.116092917,0.000731363,0.057900886,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-17-00-00,just a bad year,4,,[],-0.7,0.666666667
7967,0.005813979,0.006336064,0.01980292,0.107150234,0.016697636,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-17-00-00,thankfully over,2,,[],0,0
7969,0.063425384,0.013756759,0.021498134,0.049547972,0.040321289,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-18-00-00,oh thanks happy to have a chat with you ova a wine about springs,14,,[],0.5,0.6
7971,0.011878893,0.002099754,0.02108964,0.033232673,0.011238599,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-18-00-00,i have friends up there and i am a territorian,10,,[],0,0
7973,0.021597113,0.014587259,0.037164809,0.021958414,0.020314599,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-18-00-00,or both work t have to be wine can be coffee,11,,[],0,0
7975,0.006719345,0.000978217,0.008342646,0.131706608,0.021322284,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-18-00-00,well i am happy to help you make a decision,10,,[],0.8,1
7977,0.07669684,0.084121149,0.075656507,0.002699134,0.046572744,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-18-00-00,at this stage most of the weekend,7,,[],0.5,0.5
7979,0.029960601,0.132395782,0.077616307,0.007062391,0.034096916,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-18-00-00,wow i use to go to lands for,8,,[],0.1,1
7981,0,0,0,0.138174502,0,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-18-00-00,happy belated birthday babe,4,,[],0.8,1
7983,0.064435065,0.090725826,0.078237106,0.012669796,0.047197795,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-18-00-00,weigh out the pros and cons,6,,[],0,0
7985,0.007009262,0.002252997,0.005081714,0.116243989,0.021276678,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-18-00-00,glad the day is dobe,5,,[],0.5,1
7987,0.003321323,0.001852994,0.012231139,0.152651915,0.013172157,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-18-00-00,how was your day,4,,[],0,0
7989,0.055412161,0.011943146,0.012256014,0.005020676,0.027529601,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-19-00-00,no staying in the city for the night with a other than that a walk on with friends,18,,[],-0.125,0.375
7991,0.033741341,0.165779763,0.034903483,0.140785733,0.046781492,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-19-00-00,red heart selector red heart selector red heart selector red heart selector,12,,[],0,0
7993,0.033526228,0.013830542,0.00810421,0.053635597,0.01468029,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-19-00-00,appreciate the chat however i di not believe we will,10,,[],0,0
7995,0.046241331,0.155860698,0.108163154,0.003952112,0.03634689,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-19-00-00,think will have to pass on tomorrow night,8,,[],0,0
7997,0.049244501,0.098185717,0.033165649,0,0.029123837,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-19-00-00,would have seen them,4,,[],0,0
7999,0.06820899,0.273701478,0.15813102,0.001094501,0.053871532,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-19-00-00,i can not make it,5,,[],0,0
8001,0.050944812,0.270384684,0.106365904,0.00128956,0.04569019,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-19-00-00,i wont be there,4,,[],0,0
8003,0.038607747,0.053379069,0.073289728,0.017561812,0.033586585,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-20-00-00,in bar or pokies area,5,,[],0,0
8005,0.007670857,0.027910601,0.022365352,0.01062963,0.014611027,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-20-00-00,so where in are we,5,,[],0,0
8007,0.004620066,0,0.001935433,0.141284616,0.011113132,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-22-00-00,thanks for tonight was great catching up and thanks to your mum for watch jack so we,17,,['cat'],0.45,0.5125
8009,0.010151913,0.015229178,0.022506229,0.075454239,0.015944688,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-22-00-00,hi just got home about to,6,,[],0,0
8011,0.006200743,0.00133015,0.002464993,0.120119749,0.018851566,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-22-00-00,hope your day was good,5,,[],0.7,0.6
8013,0.022868843,0.021836519,0.004592199,0.015531822,0.024426205,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-22-00-00,disregard no longer,3,,[],0,0
8015,0.036825271,0.008992463,0.018036461,0.005317785,0.026511558,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-22-00-00,you still at fringe,4,,[],0,0
8017,0.001100264,0.019145395,0.00534226,0.054018746,0.002555185,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-22-00-00,hope you are home,4,,[],0,0
8019,0.035190492,0.191034706,0.07197195,0.001365853,0.03038215,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-23-00-00,miss ya sister how did go today a,8,,[],0,0
8021,0.003603844,0.001163772,0.011110094,0.107620271,0.010374118,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-23-00-00,really enjoyed our time,4,,[],0.5,0.7
8023,0.03600959,0.132990277,0.084880004,0.002672146,0.028710156,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-23-00-00,need to try n sleep,5,,[],0,0
8025,0.01050195,0.000757271,0.008825903,0.056138723,0.020233589,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-23-00-00,just making sure,3,,[],0.5,0.888888889
8027,0.000539024,0.000646828,0,0.088900842,0.002623249,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-04-23-00-00,yep love my bed,4,,[],0.5,0.6
8029,0.007428783,0.05386132,0.012129307,0.061569009,0.009641478,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-05-06-00-00,we are not expecting her to make it through the day will keep you posted,15,,[],0,0
8031,0.057464023,0.140487435,0.144609778,0.00222153,0.051544474,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-05-06-00-00,just thought you would want to know is very not well,11,,[],0.2,0.3
8033,0.008341263,0.001247861,0.016588766,0.036810627,0.020049369,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-05-07-00-00,i just don t like my photo on profile i keep them private so thought would send to yoy,19,,[],0,0.375
8035,0.011485676,0.003089435,0.031455645,0.064602815,0.012173945,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-05-08-00-00,hey wondering if its still for you to get me some shampoo and conditioner,14,,[],0,0
8037,0.012286924,0.004903149,0.038730941,0.046269258,0.022038633,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-05-08-00-00,hey can you call when you can grinning face with big eyes,12,,[],0,0.1
8039,0.00951971,0.071503431,0.019362376,0.082863784,0.010690925,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-05-08-00-00,all good just spending our last hours with our family,10,,[],0.35,0.333333333
8041,0.026889369,0.073402541,0.046975548,0.008986232,0.025770228,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-05-08-00-00,i just don t like my photos being public due to my,12,,[],-0.0625,0.220833333
8043,0.08488757,0.419300206,0.187850263,0.003949184,0.072949713,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-05-08-00-00,think this is my last cuddle with little one,9,,[],-0.09375,0.283333333
8045,0.016889132,0.004770515,0.045316138,0.025461541,0.013075665,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-05-08-00-00,going back to brunette tomorrow,5,,[],0,0
8047,0.081218028,0.458775702,0.183835242,0.003450828,0.072380957,2438kltf4849,herself57276,FrankKeyboard,2021-03-03-23-07-25,2021-03-05-08-00-00,going to be a very sad one,7,,[],-0.65,1
